order_id,customer_id,order_date,status,shipping_city,shipping_state,discount,tax,total_amount
ORD000663,CUST00402,2025-01-24,Pending,Seattle,WA,33.42,76.59,1000.52
ORD000664,CUST00001,2023-04-04,Pending,Charlotte,NC,30.75,24.3,297.35
ORD000665,CUST00242,2023-02-23,Completed,Nashville,TN,0,129.47,1747.79
ORD000666,CUST00198,2025-02-17,Completed,Nashville,TN,0,90.33,1219.42
ORD000667,CUST00432,2025-05-08,Completed,Salt Lake City,UT,0,85.66,1156.42
ORD000668,CUST00251,2024-10-10,Pending,Columbus,OH,35.57,134.64,1782.02
ORD000669,CUST00438,2024-07-25,Completed,Indianapolis,IN,32.6,29.8,369.66
ORD000670,CUST00092,2023-12-21,Cancelled,Raleigh,NC,10.69,90.27,-6.06
ORD000671,CUST00049,2024-01-05,Completed,New York,NY,0,2.49,33.61
ORD000672,CUST00246,2024-05-29,Pending,Las Vegas,NV,30.34,6.91,62.96
ORD000673,CUST00016,2024-12-13,Completed,Atlanta,GA,13.71,10.66,130.26
ORD000674,CUST00332,2024-10-09,Pending,Salt Lake City,UT,0,29.13,393.2
ORD000675,CUST00436,2023-01-30,Completed,San Antonio,TX,35.67,113.37,1494.87
ORD000676,CUST00050,2025-05-04,Completed,Dallas,TX,2.8,102.58,1381.99
ORD000677,CUST00461,2023-07-18,Pending,Seattle,WA,36.87,54.29,696.1
ORD000678,CUST00482,2023-06-23,Returned,Nashville,TN,29.34,151.18,2011.56
ORD000679,CUST00374,2024-11-14,Completed,Atlanta,GA,3.25,132.29,1782.63
ORD000680,CUST00210,2024-03-30,Completed,Seattle,WA,0,97.99,1322.88
ORD000681,CUST00175,2025-05-12,Completed,Jacksonville,FL,0.16,44.96,606.85
ORD000682,CUST00471,2024-12-14,Completed,Raleigh,NC,0,148.96,2010.9
ORD000683,CUST00393,2023-03-30,Completed,Philadelphia,PA,0,95.24,1285.71
ORD000684,CUST00483,2023-08-11,Cancelled,Austin,TX,23.02,140.55,-69.22
ORD000685,CUST00162,2025-01-25,Cancelled,Fort Worth,TX,0,10.05,-82.2
ORD000686,CUST00133,2023-07-12,Completed,Minneapolis,MN,0,33.16,447.62
ORD000687,CUST00268,2024-05-16,Completed,Orlando,FL,0,59.2,799.15
ORD000688,CUST00276,2024-12-04,Returned,Orlando,FL,1.84,133.82,1804.73
ORD000689,CUST00107,2024-03-20,Pending,Columbus,OH,0,130.05,1755.65
ORD000690,CUST00263,2024-05-30,Completed,Detroit,MI,0,119.31,1610.71
ORD000691,CUST00324,2024-04-23,Completed,Columbus,OH,0,147.63,1993.03
ORD000692,CUST00302,2024-04-23,Completed,Jacksonville,FL,0,60.57,817.69
ORD000693,CUST00172,2023-04-18,Completed,Chicago,IL,43.47,2.85,-4.98
ORD000694,CUST00280,2023-04-13,Completed,Detroit,MI,0,58.31,787.16
ORD000695,CUST00428,2024-03-25,Cancelled,Jacksonville,FL,22.82,92.83,1230.42
ORD000696,CUST00476,2024-01-18,Completed,San Francisco,CA,24.13,65.14,855.29
ORD000697,CUST00304,2024-06-03,Cancelled,Charlotte,NC,0,69.06,932.33
ORD000698,CUST00102,2023-06-20,Completed,Los Angeles,CA,44.33,154.49,2041.33
ORD000699,CUST00073,2023-12-08,Completed,Dallas,TX,2.69,15.92,212.22
ORD000700,CUST00089,2023-06-19,Completed,Portland,OR,0,105.92,1429.97
ORD000701,CUST00126,2023-07-09,Completed,Boston,MA,0,33.81,456.39
ORD000702,CUST00282,2025-05-15,Completed,San Jose,CA,0.25,26.84,362.06
ORD000703,CUST00050,2024-04-28,Completed,Atlanta,GA,41.57,113.47,1490.22
ORD000704,CUST00346,2025-02-20,Completed,Miami,FL,19.99,53.41,701.1
ORD000705,CUST00301,2024-06-30,Completed,Tampa,FL,0,78.95,1065.8
ORD000706,CUST00257,2024-09-15,Completed,Los Angeles,CA,0,38.85,524.46
ORD000707,CUST00256,2025-02-08,Completed,New York,NY,0,13.84,186.83
ORD000708,CUST00218,2023-11-06,Completed,Fort Worth,TX,0,55.39,747.77
ORD000709,CUST00092,2024-02-01,Completed,San Jose,CA,24.03,42.95,555.74
ORD000710,CUST00052,2024-06-13,Completed,Austin,TX,23.25,14.69,175.07
ORD000711,CUST99999,2023-01-13,Cancelled,Atlanta,GA,0,21.99,-31.37
ORD000712,CUST00310,2023-02-25,Completed,Atlanta,GA,0,42.57,574.7
ORD000713,CUST00187,2025-03-10,Completed,Orlando,FL,0,54.67,738.1
ORD000714,CUST00479,2024-03-10,Cancelled,San Diego,CA,0,62.34,-84.96
ORD000715,CUST00021,2025-04-12,Completed,Indianapolis,IN,43.61,70.49,907.96
ORD000716,CUST00130,2024-04-16,Returned,San Diego,CA,0,142.44,1922.99
ORD000717,CUST00214,2023-10-31,Completed,Tampa,FL,1.18,43.93,591.88
ORD000718,CUST00379,2023-11-01,Completed,Los Angeles,CA,29.79,58.19,755.74
ORD000719,CUST00253,2023-03-28,Completed,Atlanta,GA,0,21.57,291.16
ORD000720,CUST00428,2023-12-20,Returned,Tampa,FL,34.45,40.27,509.14
ORD000721,CUST00327,2023-12-01,Completed,Raleigh,NC,0,24.85,335.42
ORD000722,CUST00217,2025-01-12,Completed,San Antonio,TX,0,148.51,2004.84
ORD000723,CUST00429,2025-02-03,Completed,Atlanta,GA,0,105.02,1417.75
ORD000724,CUST00264,2025-03-23,Pending,Tampa,FL,0,42.94,579.67
ORD000725,CUST00224,2023-02-20,Completed,San Francisco,CA,0,76.51,1032.89
ORD000726,CUST00093,2025-03-07,Cancelled,Seattle,WA,0,81.05,1094.14
ORD000727,CUST00141,2024-02-21,Completed,Denver,CO,0,125.48,1693.94
ORD000728,CUST99999,2025-03-20,Completed,Seattle,WA,15.91,36.66,478.97
ORD000729,CUST00302,2024-09-18,Completed,Nashville,TN,0,114.39,1544.22
ORD000730,CUST00176,2023-12-03,Completed,Minneapolis,MN,0,76.94,1038.63
ORD000731,CUST00108,2025-04-22,Completed,Detroit,MI,0,74.77,1009.43
ORD000732,CUST00041,2023-09-19,Completed,Austin,TX,0,106.25,1434.43
ORD000733,CUST00156,2023-12-20,Completed,Kansas City,MO,0,120.08,1621.14
ORD000734,CUST00221,2024-04-07,Cancelled,Denver,CO,1.48,100.58,1356.33
ORD000735,CUST00193,2023-01-24,Pending,Minneapolis,MN,14.19,119.46,1598.49
ORD000736,CUST00057,2025-05-20,Completed,Dallas,TX,0,64.29,867.87
ORD000737,CUST00181,2023-06-12,Completed,Denver,CO,49.22,156.66,2065.66
ORD000738,CUST00341,2024-09-05,Completed,Columbus,OH,0,123.65,1669.24
ORD000739,CUST00238,2024-06-29,Completed,Nashville,TN,0,137.67,1858.6
ORD000740,CUST00002,2024-04-05,Returned,Denver,CO,0,139.94,1889.16
ORD000741,CUST00499,2024-11-02,Cancelled,Detroit,MI,0,145.31,1961.73
ORD000742,CUST00258,2024-10-13,Completed,Minneapolis,MN,0,37.11,501.01
ORD000743,CUST00086,2025-01-19,Completed,Philadelphia,PA,0,5.22,70.43
ORD000744,CUST00200,2024-01-15,Completed,Salt Lake City,UT,0,96.85,1307.51
ORD000745,CUST00242,2023-06-15,Returned,Fort Worth,TX,0,116.13,1567.79
ORD000746,CUST00236,2023-10-28,Completed,Fort Worth,TX,0,6.49,87.65
ORD000747,CUST00057,2024-03-30,Completed,San Francisco,CA,39.84,155.69,2062.0
ORD000748,CUST00384,2023-06-13,Returned,Detroit,MI,0,115.97,1565.62
ORD000749,CUST00214,2024-02-21,Completed,Chicago,IL,49.78,138.17,1815.48
ORD000750,CUST00274,2024-07-04,Returned,Indianapolis,IN,0,124.61,1682.27
ORD000751,CUST00394,2025-04-27,Completed,Los Angeles,CA,14.65,64.71,858.89
ORD000752,CUST00054,2025-01-03,Completed,Chicago,IL,31.46,71.3,931.13
ORD000753,CUST00212,2025-02-15,Returned,San Jose,CA,37.68,19.31,222.96
ORD000754,CUST00038,2023-09-06,Completed,Detroit,MI,10.5,16.98,218.79
ORD000755,CUST00170,2024-05-18,Returned,Raleigh,NC,37.85,55.84,716.03
ORD000756,CUST00268,2024-08-04,Completed,Orlando,FL,0,7.26,98.03
ORD000757,CUST00484,2025-06-20,Completed,Denver,CO,0,59.06,797.25
ORD000758,CUST00381,2023-11-09,Completed,Austin,TX,0,71.27,962.2
ORD000759,CUST00299,2023-10-27,Completed,Dallas,TX,12.87,37.7,496.11
ORD000760,CUST00265,2023-01-13,Completed,Boston,MA,0,115.83,1563.69
ORD000761,CUST00268,2023-06-24,Completed,Atlanta,GA,32.19,94.6,1244.94
ORD000762,CUST00195,2024-05-11,Completed,Las Vegas,NV,43.54,77.96,1008.88
ORD000763,CUST00143,2023-03-08,Completed,New York,NY,0,50.59,683.02
ORD000764,CUST00007,2024-01-01,Completed,San Diego,CA,0,91.79,1239.22
ORD000765,CUST00284,2024-01-08,Cancelled,Charlotte,NC,19.92,17.26,213.04
ORD000766,CUST00409,2023-02-27,Pending,Philadelphia,PA,0,84.44,1139.88
ORD000767,CUST00312,2024-10-28,Completed,Jacksonville,FL,11.42,115.23,1544.22
ORD000768,CUST00068,2023-04-04,Completed,Seattle,WA,36.67,146.93,1946.84
ORD000769,CUST00051,2023-08-22,Completed,Boston,MA,0,122.25,1650.38
ORD000770,CUST00244,2024-10-11,Completed,Houston,TX,0,77.36,1044.39
ORD000771,CUST00298,2024-08-26,Completed,Fort Worth,TX,0,78.78,1063.5
ORD000772,CUST00326,2023-04-25,Returned,Tampa,FL,22.13,103.39,1373.66
ORD000773,CUST00260,2023-09-15,Pending,Raleigh,NC,30.07,79.63,1044.92
ORD000774,CUST00141,2024-10-22,Completed,Salt Lake City,UT,0,138.97,1876.15
ORD000775,CUST00499,2023-04-25,Completed,Boston,MA,47.28,78.83,1016.96
ORD000776,CUST00474,2023-07-03,Completed,Salt Lake City,UT,0,70.03,945.42
ORD000777,CUST00391,2024-12-04,Completed,Orlando,FL,0,30.53,412.19
ORD000778,CUST00351,2024-05-28,Completed,Charlotte,NC,0,123.0,1660.51
ORD000779,CUST00393,2023-08-04,Pending,Boston,MA,0,26.09,352.19
ORD000780,CUST00243,2025-05-22,Cancelled,Atlanta,GA,0,106.55,1438.48
ORD000781,CUST00157,2023-10-03,Cancelled,Minneapolis,MN,0,43.24,-16.56
ORD000782,CUST00391,2025-04-29,Cancelled,Detroit,MI,22.49,68.97,908.57
ORD000783,CUST00393,2024-02-23,Completed,Atlanta,GA,0,129.17,1743.8
ORD000784,CUST00427,2024-12-22,Completed,Seattle,WA,0,106.47,1437.34
ORD000785,CUST00111,2024-03-13,Completed,Las Vegas,NV,16.28,90.3,1202.77
ORD000786,CUST00483,2023-04-20,Returned,Orlando,FL,0,27.01,364.64
ORD000787,CUST00128,2023-02-17,Pending,Salt Lake City,UT,19.5,153.62,2054.39
ORD000788,CUST00142,2024-08-23,Pending,Seattle,WA,0,17.67,238.52
ORD000789,CUST00167,2023-10-19,Completed,Las Vegas,NV,0,22.87,308.75
ORD000790,CUST00046,2025-06-13,Returned,Minneapolis,MN,0,48.94,660.67
ORD000791,CUST00419,2024-08-09,Completed,Orlando,FL,0,106.25,1434.42
ORD000792,CUST00161,2023-05-24,Completed,Denver,CO,3.4,126.09,1698.77
ORD000793,CUST00186,2024-04-01,Pending,Las Vegas,NV,10.74,52.49,697.86
ORD000794,CUST00072,2024-12-21,Completed,Detroit,MI,0,97.21,1312.37
ORD000795,CUST00271,2024-03-13,Completed,San Diego,CA,0,78.64,1061.63
ORD000796,CUST00492,2024-06-08,Pending,Houston,TX,0,91.21,1231.32
ORD000797,CUST00048,2024-05-18,Cancelled,Nashville,TN,0,54.47,735.3
ORD000798,CUST00240,2025-03-28,Completed,San Diego,CA,0,136.48,1842.42
ORD000799,CUST00170,2025-02-24,Cancelled,Fort Worth,TX,40.89,75.37,-0.57
ORD000800,CUST00420,2024-08-12,Completed,Phoenix,AZ,0,85.19,1150.06
ORD000801,CUST00010,2024-02-16,Returned,Tampa,FL,0,2.61,35.19
ORD000802,CUST00394,2024-03-13,Completed,New York,NY,0,137.12,1851.16
ORD000803,CUST00451,2024-10-31,Completed,Nashville,TN,38.5,92.59,1211.48
ORD000804,CUST00309,2023-06-01,Completed,San Jose,CA,0,30.36,409.9
ORD000805,CUST00104,2024-07-07,Cancelled,Chicago,IL,0,12.57,-7.15
ORD000806,CUST00014,2023-10-05,Completed,Boston,MA,0,147.31,1988.67
ORD000807,CUST00445,2024-03-26,Returned,Dallas,TX,0,151.77,2048.84
ORD000808,CUST00303,2024-04-02,Completed,Columbus,OH,0,33.06,446.36
ORD000809,CUST00084,2023-06-29,Completed,San Diego,CA,0,93.2,1258.24
ORD000810,CUST00108,2024-05-15,Completed,Columbus,OH,17.92,159.26,2132.15
ORD000811,CUST00216,2024-01-04,Cancelled,Philadelphia,PA,0,82.18,-98.39
ORD000812,CUST00223,2023-04-13,Pending,Atlanta,GA,0,151.4,2043.95
ORD000813,CUST00242,2024-12-19,Completed,Boston,MA,0,103.54,1397.83
ORD000814,CUST00091,2023-10-09,Pending,Los Angeles,CA,44.87,8.79,73.75
ORD000815,CUST00306,2023-06-09,Completed,New York,NY,0,76.02,1026.25
ORD000816,CUST00215,2024-11-07,Returned,Columbus,OH,0,99.42,1342.18
ORD000817,CUST00451,2024-06-15,Completed,Jacksonville,FL,37.1,129.95,1717.28
ORD000818,CUST00165,2023-01-31,Cancelled,San Diego,CA,0,50.08,-9.1
ORD000819,CUST00277,2023-12-06,Cancelled,Los Angeles,CA,0,76.13,-85.57
ORD000820,CUST00048,2025-01-09,Cancelled,Miami,FL,0,26.65,359.83
ORD000821,CUST00226,2023-04-26,Pending,Minneapolis,MN,23.22,67.35,885.98
ORD000822,CUST00066,2025-04-08,Returned,Dallas,TX,15.57,75.97,1009.98
ORD000823,CUST00426,2024-01-10,Completed,Nashville,TN,33.42,16.87,194.32
ORD000824,CUST00043,2024-06-11,Completed,Fort Worth,TX,0,150.86,2036.59
ORD000825,CUST00338,2023-10-17,Completed,San Antonio,TX,5.26,37.43,500.09
ORD000826,CUST00390,2024-04-18,Completed,Boston,MA,26.0,93.02,1229.81
ORD000827,CUST00464,2024-01-19,Completed,Dallas,TX,28.97,149.64,1991.23
ORD000828,CUST00018,2025-03-24,Completed,Miami,FL,0,30.46,411.16
ORD000829,CUST00097,2023-11-27,Completed,San Francisco,CA,0,77.76,1049.7
ORD000830,CUST00382,2023-08-08,Completed,Atlanta,GA,0,43.23,583.58
ORD000831,CUST00414,2024-06-10,Completed,Seattle,WA,16.86,142.98,1913.32
ORD000832,CUST00329,2024-04-12,Cancelled,Kansas City,MO,33.4,55.83,-93.69
ORD000833,CUST00062,2023-05-10,Pending,Los Angeles,CA,0,156.05,2106.72
ORD000834,CUST00043,2023-12-22,Completed,Denver,CO,0,70.69,954.29
ORD000835,CUST00009,2025-06-25,Completed,Jacksonville,FL,9.74,134.66,1808.15
ORD000836,CUST00273,2023-12-29,Cancelled,Fort Worth,TX,0,125.14,-46.94
ORD000837,CUST00085,2024-12-11,Completed,Las Vegas,NV,26.54,60.92,795.83
ORD000838,CUST00104,2025-02-08,Returned,Charlotte,NC,27.04,152.89,2037.01
ORD000839,CUST00458,2024-02-15,Completed,Seattle,WA,0,144.31,1948.2
ORD000840,CUST00343,2023-05-20,Completed,Salt Lake City,UT,15.0,13.46,166.7
ORD000841,CUST00074,2025-01-21,Completed,Boston,MA,47.96,10.98,100.28
ORD000842,CUST00082,2025-02-21,Returned,Salt Lake City,UT,48.82,156.57,2064.88
ORD000843,CUST00486,2023-07-18,Completed,Minneapolis,MN,0,57.1,770.91
ORD000844,CUST00078,2024-02-16,Completed,Seattle,WA,0,118.76,1603.28
ORD000845,CUST00267,2024-11-19,Completed,Columbus,OH,0,53.47,721.86
ORD000846,CUST00064,2025-03-01,Completed,Boston,MA,23.56,106.21,1410.28
ORD000847,CUST00021,2025-06-20,Completed,Raleigh,NC,45.53,55.67,706.07
ORD000848,CUST00449,2023-09-19,Returned,Miami,FL,0,75.5,1019.22
ORD000849,CUST00124,2023-08-19,Cancelled,Kansas City,MO,0,15.63,-4.03
ORD000850,CUST00144,2024-03-18,Returned,Kansas City,MO,0,102.67,1386.03
ORD000851,CUST00183,2024-10-17,Pending,Seattle,WA,0,68.07,918.97
ORD000852,CUST00341,2024-12-31,Completed,Philadelphia,PA,12.14,80.0,1067.91
ORD000853,CUST00311,2025-03-10,Completed,Seattle,WA,24.39,97.69,1294.45
ORD000854,CUST00295,2023-04-21,Completed,Miami,FL,0,127.31,1718.64
ORD000855,CUST00310,2025-02-21,Completed,San Antonio,TX,0,93.49,1262.13
ORD000856,CUST00482,2025-01-05,Cancelled,Minneapolis,MN,17.37,126.44,-42.67
ORD000857,CUST00323,2024-10-05,Cancelled,Atlanta,GA,21.59,145.44,1941.85
ORD000858,CUST00420,2024-02-27,Completed,Detroit,MI,36.45,136.15,1801.57
ORD000859,CUST00358,2023-09-12,Completed,Portland,OR,0,125.74,1697.49
ORD000860,CUST00179,2023-06-14,Cancelled,Indianapolis,IN,0,123.7,-67.81
ORD000861,CUST00413,2025-05-27,Returned,Jacksonville,FL,0,57.33,773.9
ORD000862,CUST00161,2023-11-10,Completed,Charlotte,NC,0,115.96,1565.4
ORD000863,CUST00180,2025-02-13,Completed,Kansas City,MO,0,43.53,587.6
ORD000864,CUST00466,2024-01-06,Cancelled,Detroit,MI,47.97,52.72,663.81
ORD000865,CUST00365,2024-07-05,Cancelled,Denver,CO,0,99.57,1344.14
ORD000866,CUST00054,2023-05-30,Returned,Atlanta,GA,26.64,64.45,843.39
ORD000867,CUST00126,2023-03-26,Completed,Denver,CO,0,37.21,502.36
ORD000868,CUST00113,2023-10-08,Completed,San Jose,CA,0,37.16,501.61
ORD000869,CUST00011,2024-03-26,Returned,San Francisco,CA,10.8,3.57,37.36
ORD000870,CUST00096,2024-02-29,Returned,Salt Lake City,UT,0,159.74,2156.52
ORD000871,CUST00187,2025-06-28,Completed,Atlanta,GA,19.36,43.02,561.41
ORD000872,CUST00491,2024-01-09,Completed,Indianapolis,IN,46.85,52.31,659.37
ORD000873,CUST00470,2025-04-27,Completed,Dallas,TX,12.34,86.86,1160.31
ORD000874,CUST00331,2023-04-18,Completed,Salt Lake City,UT,30.2,115.66,1531.27
ORD000875,CUST00034,2024-08-11,Completed,Charlotte,NC,23.01,70.96,934.93
ORD000876,CUST00445,2024-04-04,Completed,Austin,TX,0,10.72,144.66
ORD000877,CUST00486,2023-12-29,Completed,San Jose,CA,0,115.47,1558.83
ORD000878,CUST00203,2024-05-17,Completed,Los Angeles,CA,0,122.68,1656.12
ORD000879,CUST00292,2023-11-14,Completed,Columbus,OH,0,108.47,1464.31
ORD000880,CUST00028,2024-07-06,Completed,Minneapolis,MN,29.34,138.26,1837.13
ORD000881,CUST00376,2025-03-04,Completed,Portland,OR,30.69,85.52,1123.78
ORD000882,CUST00476,2024-09-07,Completed,Fort Worth,TX,49.48,133.98,1759.26
ORD000883,CUST00209,2023-12-06,Cancelled,Kansas City,MO,0,151.47,-5.1
ORD000884,CUST00221,2023-05-22,Completed,Miami,FL,9.15,50.89,677.91
ORD000885,CUST00332,2023-07-08,Completed,Indianapolis,IN,0,33.38,450.58
ORD000886,CUST00032,2025-02-08,Completed,Philadelphia,PA,0,42.43,572.81
ORD000887,CUST00003,2023-04-08,Completed,Houston,TX,0,154.23,2082.16
ORD000888,CUST00089,2023-01-29,Completed,Nashville,TN,28.4,60.97,794.75
ORD000889,CUST00447,2024-05-25,Completed,Fort Worth,TX,0,36.19,488.57
ORD000890,CUST00396,2024-08-10,Completed,San Jose,CA,0,71.41,963.99
ORD000891,CUST00491,2025-04-13,Completed,Jacksonville,FL,1.52,7.74,102.99
ORD000892,CUST00099,2023-11-16,Cancelled,San Diego,CA,5.39,109.79,-83.26
ORD000893,CUST00230,2023-12-12,Pending,San Jose,CA,46.43,88.4,1146.97
ORD000894,CUST00419,2023-03-09,Completed,San Diego,CA,0,59.53,803.6
ORD000895,CUST00246,2024-02-18,Completed,Kansas City,MO,0,10.89,146.97
ORD000896,CUST00273,2023-04-04,Returned,San Antonio,TX,16.03,85.13,1133.23
ORD000897,CUST00484,2024-10-20,Cancelled,Atlanta,GA,0,52.34,706.57
ORD000898,CUST00288,2024-01-22,Completed,Tampa,FL,0,5.38,72.57
ORD000899,CUST00351,2023-11-10,Completed,Salt Lake City,UT,0,126.16,1703.15
ORD000900,CUST00383,2023-02-12,Completed,Houston,TX,0,15.73,212.32
ORD000901,CUST00198,2025-01-26,Completed,Jacksonville,FL,0,6.03,81.4
ORD000902,CUST00379,2024-07-04,Completed,Fort Worth,TX,0,132.34,1786.62
ORD000903,CUST00457,2024-11-28,Completed,Jacksonville,FL,45.53,17.23,187.03
ORD000904,CUST00024,2023-03-16,Completed,Charlotte,NC,24.76,92.07,1218.18
ORD000905,CUST00338,2024-12-06,Completed,Miami,FL,0,47.61,642.68
ORD000906,CUST00073,2024-02-04,Pending,Detroit,MI,18.59,134.31,1794.54
ORD000907,CUST00321,2023-09-22,Completed,San Francisco,CA,21.14,91.97,1220.5
ORD000908,CUST99999,2025-06-18,Completed,Boston,MA,45.69,66.42,850.95
ORD000909,CUST00321,2025-05-12,Completed,Minneapolis,MN,40.84,78.93,1024.76
ORD000910,CUST00327,2025-02-24,Completed,Atlanta,GA,0,106.61,1439.28
ORD000911,CUST00484,2025-03-21,Completed,San Diego,CA,0,30.64,413.69
ORD000912,CUST00292,2025-01-02,Pending,Indianapolis,IN,19.91,86.54,1148.42
ORD000913,CUST00045,2023-05-03,Completed,Indianapolis,IN,0,141.88,1915.37
ORD000914,CUST00427,2024-06-14,Completed,Kansas City,MO,23.45,18.92,231.97
ORD000915,CUST00379,2025-02-19,Completed,Miami,FL,3.37,70.65,950.46
ORD000916,CUST00097,2025-02-26,Completed,San Jose,CA,0,149.48,2018.04
ORD000917,CUST00472,2023-02-14,Cancelled,Columbus,OH,0,151.86,2050.07
ORD000918,CUST00259,2023-07-25,Completed,Jacksonville,FL,2.82,61.8,831.45
ORD000919,CUST00447,2024-10-04,Completed,Phoenix,AZ,0,105.83,1428.69
ORD000920,CUST00163,2023-09-09,Completed,Orlando,FL,14.39,27.12,351.7
ORD000921,CUST00087,2023-03-08,Completed,Houston,TX,0,86.23,1164.09
ORD000922,CUST99999,2023-05-27,Completed,Nashville,TN,34.22,2.54,0.01
ORD000923,CUST00011,2025-02-26,Cancelled,Houston,TX,0,137.35,-96.48
ORD000924,CUST00467,2024-10-22,Pending,Salt Lake City,UT,0,110.2,1487.71
ORD000925,CUST00246,2024-09-19,Completed,San Francisco,CA,0,156.85,2117.51
ORD000926,CUST00090,2025-06-19,Completed,San Jose,CA,0,24.47,330.4
ORD000927,CUST00154,2025-06-22,Pending,Miami,FL,0,118.82,1604.03
ORD000928,CUST00431,2024-02-25,Completed,San Jose,CA,27.07,37.55,479.91
ORD000929,CUST00228,2024-02-20,Completed,Portland,OR,0,67.77,914.87
ORD000930,CUST00106,2023-12-12,Completed,Miami,FL,0,64.78,874.57
ORD000931,CUST00402,2023-07-15,Completed,San Francisco,CA,0,151.76,2048.81
ORD000932,CUST00202,2024-07-15,Pending,Las Vegas,NV,39.6,60.97,783.51
ORD000933,CUST00320,2024-07-09,Completed,San Jose,CA,15.02,133.53,1787.63
ORD000934,CUST00480,2023-08-11,Completed,Minneapolis,MN,0,142.56,1924.61
ORD000935,CUST00089,2024-03-29,Completed,Tampa,FL,0,34.3,463.08
ORD000936,CUST00401,2024-11-27,Pending,Seattle,WA,0,26.29,354.88
ORD000937,CUST00477,2023-11-21,Completed,Fort Worth,TX,0,139.1,1877.8
ORD000938,CUST00403,2025-02-20,Completed,Kansas City,MO,36.77,140.34,1857.88
ORD000939,CUST00477,2023-01-09,Completed,Phoenix,AZ,43.47,54.11,687.03
ORD000940,CUST00162,2023-06-04,Completed,Portland,OR,15.38,12.06,147.41
ORD000941,CUST00082,2024-12-21,Completed,Orlando,FL,0,49.63,670.05
ORD000942,CUST00283,2023-05-02,Completed,San Jose,CA,0,99.54,1343.75
ORD000943,CUST00076,2023-10-15,Completed,Salt Lake City,UT,45.18,156.22,2063.77
ORD000944,CUST00088,2023-02-10,Completed,Orlando,FL,0,61.94,836.22
ORD000945,CUST00230,2025-04-17,Completed,Los Angeles,CA,0,71.44,964.49
ORD000946,CUST00454,2024-11-18,Pending,Los Angeles,CA,0,141.88,1915.38
ORD000947,CUST00479,2023-05-19,Completed,Las Vegas,NV,33.87,146.82,1948.14
ORD000948,CUST00182,2023-11-25,Pending,Fort Worth,TX,0,127.18,1716.89
ORD000949,CUST00099,2024-08-27,Completed,Kansas City,MO,0,28.38,383.12
ORD000950,CUST00123,2023-01-25,Pending,Seattle,WA,0,145.08,1958.6
ORD000951,CUST00337,2024-03-19,Completed,Boston,MA,0,44.82,605.04
ORD000952,CUST00320,2023-12-07,Completed,Raleigh,NC,0,22.3,300.99
ORD000953,CUST00356,2023-01-20,Cancelled,New York,NY,0,33.22,448.51
ORD000954,CUST00218,2023-12-10,Completed,Seattle,WA,0,82.79,1117.71
ORD000955,CUST00137,2023-05-16,Completed,Minneapolis,MN,35.96,89.1,1166.86
ORD000956,CUST00261,2024-11-18,Pending,Philadelphia,PA,0,107.13,1446.25
ORD000957,CUST00079,2023-05-12,Completed,San Diego,CA,5.35,13.39,175.38
ORD000958,CUST00037,2025-06-03,Cancelled,San Francisco,CA,0,116.14,-65.89
ORD000959,CUST00314,2025-06-11,Completed,San Jose,CA,31.55,54.01,697.64
ORD000960,CUST00047,2023-05-23,Completed,San Diego,CA,0,119.78,1616.99
ORD000961,CUST00321,2025-03-21,Completed,Philadelphia,PA,10.51,115.17,1544.28
ORD000962,CUST00375,2023-07-22,Completed,Fort Worth,TX,24.77,113.47,1507.12
ORD000963,CUST00074,2024-06-03,Completed,Houston,TX,0,29.45,397.63
ORD000964,CUST00117,2024-12-20,Completed,Fort Worth,TX,9.41,136.02,1826.87
ORD000965,CUST00147,2025-05-06,Completed,Austin,TX,0,96.89,1307.97
ORD000966,CUST99999,2025-04-24,Completed,Columbus,OH,0,39.74,536.47
ORD000967,CUST00376,2023-06-15,Completed,Indianapolis,IN,0,11.54,155.85
ORD000968,CUST00229,2025-04-17,Completed,Houston,TX,0,108.37,1462.96
ORD000969,CUST00186,2024-11-21,Pending,New York,NY,0,94.76,1279.27
ORD000970,CUST00256,2025-01-14,Completed,Phoenix,AZ,22.54,119.16,1586.16
ORD000971,CUST00354,2023-11-17,Cancelled,Boston,MA,0,119.6,1614.64
ORD000972,CUST00498,2025-06-20,Completed,Portland,OR,0,147.87,1996.29
ORD000973,CUST00215,2024-04-20,Completed,Atlanta,GA,0,24.11,325.43
ORD000974,CUST00205,2025-03-18,Returned,Los Angeles,CA,0,158.38,2138.11
ORD000975,CUST00112,2025-03-21,Completed,Las Vegas,NV,45.27,25.52,299.31
ORD000976,CUST00201,2024-04-28,Completed,San Antonio,TX,0,55.03,742.91
ORD000977,CUST00371,2025-05-24,Completed,Austin,TX,0,37.67,508.59
ORD000978,CUST00493,2025-05-22,Completed,Kansas City,MO,0,155.11,2093.93
ORD000979,CUST00254,2023-11-28,Completed,San Antonio,TX,30.39,24.01,293.75
ORD000980,CUST00317,2023-01-14,Completed,Columbus,OH,31.58,55.23,714.04
ORD000981,CUST00414,2024-09-05,Completed,Tampa,FL,0,46.25,624.41
ORD000982,CUST00108,2024-04-29,Completed,Dallas,TX,0,72.42,977.63
ORD000983,CUST00144,2025-06-11,Completed,Nashville,TN,31.69,144.45,1918.4
ORD000984,CUST00294,2023-12-06,Completed,Detroit,MI,45.09,154.53,2041.08
ORD000985,CUST00241,2024-09-16,Completed,Charlotte,NC,0,131.43,1774.35
