order_item_id,order_id,product_id,quantity,unit_price
OI0001412,ORD000617,PROD00003,5,540.21
OI0001413,ORD000618,PROD00113,1,135.11
OI0001414,ORD000618,PROD00124,4,425.98
OI0001415,ORD000618,PROD00200,1,852.45
OI0001416,ORD000619,PROD00033,2,568.38
OI0001417,ORD000619,PROD00082,2,213.35
OI0001418,ORD000620,PROD00018,4,926.99
OI0001419,ORD000620,PROD00151,4,95.47
OI0001420,ORD000621,PROD00132,2,399.42
OI0001421,ORD000622,PROD00096,3,901.92
OI0001422,ORD000622,PROD00048,3,175.58
OI0001423,ORD000623,PROD00105,4,444.1
OI0001424,ORD000624,PROD00138,1,868.7
OI0001425,ORD000624,PROD00195,5,276.8
OI0001426,ORD000624,PROD00070,1,145.46
OI0001427,ORD000624,PROD00184,3,202.51
OI0001428,ORD000624,PROD00125,5,878.21
OI0001429,ORD000625,PROD00090,5,785.42
OI0001430,ORD000625,PROD00001,5,62.49
OI0001431,ORD000626,PROD00164,5,773.39
OI0001432,ORD000626,PROD00160,2,601.22
OI0001433,ORD000626,PROD00196,5,448.85
OI0001434,ORD000627,PROD00083,3,208.89
OI0001435,ORD000628,PROD00020,3,541.07
OI0001436,ORD000628,PROD00010,3,1109.86
OI0001437,ORD000628,PROD00102,1,160.46
OI0001438,ORD000629,PROD00074,2,244.58
OI0001439,ORD000629,PROD00078,3,828.62
OI0001440,ORD000629,PROD00073,2,472.71
OI0001441,ORD000629,PROD99999,1,97.16
OI0001442,ORD000630,PROD00065,5,253.5
OI0001443,ORD000630,PROD00044,2,675.68
OI0001444,ORD000630,PROD00002,1,680.84
OI0001445,ORD000631,PROD00076,4,10.66
OI0001446,ORD000631,PROD00016,5,89.11
OI0001447,ORD000631,PROD00067,1,593.36
OI0001448,ORD000632,PROD00013,2,1000.09
OI0001449,ORD000632,PROD00135,1,309.43
OI0001450,ORD000632,PROD00148,3,261.05
OI0001451,ORD000633,PROD00035,1,332.61
OI0001452,ORD000634,PROD99999,3,93.52
OI0001453,ORD000634,PROD00125,1,878.21
OI0001454,ORD000634,PROD00011,3,22.38
OI0001455,ORD000635,PROD00022,3,1218.83
OI0001456,ORD000635,PROD00050,2,110.29
OI0001457,ORD000636,PROD00004,3,417.95
OI0001458,ORD000636,PROD00153,1,835.05
OI0001459,ORD000637,PROD00195,5,276.8
OI0001460,ORD000637,PROD00166,3,1051.59
OI0001461,ORD000638,PROD00145,3,75.68
OI0001462,ORD000638,PROD00078,2,828.62
OI0001463,ORD000638,PROD00150,1,540.84
OI0001464,ORD000639,PROD00150,3,540.84
OI0001465,ORD000639,PROD00075,1,171.72
OI0001466,ORD000639,PROD00056,3,265.08
OI0001467,ORD000640,PROD00148,5,261.05
OI0001468,ORD000640,PROD00044,2,675.68
OI0001469,ORD000640,PROD99999,2,69.15
OI0001470,ORD000641,PROD00116,1,147.99
OI0001471,ORD000641,PROD00159,3,153.97
OI0001472,ORD000641,PROD00112,5,624.27
OI0001473,ORD000642,PROD00104,3,175.68
OI0001474,ORD000642,PROD00177,4,607.52
OI0001475,ORD000643,PROD00032,4,945.42
OI0001476,ORD000644,PROD00156,4,104.36
OI0001477,ORD000644,PROD00070,5,145.46
OI0001478,ORD000645,PROD00081,2,323.72
OI0001479,ORD000646,PROD00007,1,399.83
OI0001480,ORD000646,PROD00133,2,642.47
OI0001481,ORD000646,PROD00092,5,673.82
OI0001482,ORD000647,PROD00061,5,590.23
OI0001483,ORD000647,PROD00184,2,202.51
OI0001484,ORD000647,PROD00186,3,321.93
OI0001485,ORD000648,PROD00123,2,449.69
OI0001486,ORD000648,PROD00041,2,186.37
OI0001487,ORD000649,PROD00194,2,833.29
OI0001488,ORD000649,PROD00109,1,369.13
OI0001489,ORD000650,PROD00008,2,881.57
OI0001490,ORD000650,PROD00188,5,689.67
OI0001491,ORD000650,PROD00127,4,310.77
OI0001492,ORD000651,PROD00078,5,828.62
OI0001493,ORD000651,PROD00128,2,103.13
OI0001494,ORD000651,PROD00115,2,132.06
OI0001495,ORD000652,PROD00014,2,606.8
OI0001496,ORD000652,PROD00095,1,150.61
OI0001497,ORD000652,PROD00194,4,833.29
OI0001498,ORD000653,PROD00119,2,936.38
OI0001499,ORD000653,PROD00047,3,804.26
OI0001500,ORD000653,PROD00112,5,624.27
OI0001501,ORD000653,PROD00054,4,409.72
OI0001502,ORD000653,PROD00112,2,624.27
OI0001503,ORD000654,PROD00048,1,175.58
OI0001504,ORD000654,PROD00044,5,675.68
OI0001505,ORD000655,PROD00166,2,1051.59
OI0001506,ORD000655,PROD00118,4,372.82
OI0001507,ORD000656,PROD00189,3,167.34
OI0001508,ORD000656,PROD00060,4,26.85
OI0001509,ORD000657,PROD00134,3,296.12
OI0001510,ORD000657,PROD00019,4,253.38
OI0001511,ORD000657,PROD00152,1,318.78
OI0001512,ORD000658,PROD00080,1,56.83
OI0001513,ORD000658,PROD00121,1,747.1
OI0001514,ORD000658,PROD00096,5,901.92
OI0001515,ORD000659,PROD00077,5,455.24
OI0001516,ORD000659,PROD00103,3,822.59
OI0001517,ORD000660,PROD00181,2,679.65
OI0001518,ORD000660,PROD00061,1,590.23
OI0001519,ORD000661,PROD00092,3,673.82
OI0001520,ORD000661,PROD00190,2,474.91
OI0001521,ORD000661,PROD00095,3,150.61
OI0001522,ORD000662,PROD00049,3,115.76
OI0001523,ORD000663,PROD00025,2,436.74
OI0001524,ORD000663,PROD00091,1,1128.36
OI0001525,ORD000664,PROD00080,2,56.83
OI0001526,ORD000665,PROD00110,3,436.43
OI0001527,ORD000665,PROD00003,3,540.21
OI0001528,ORD000665,PROD00065,2,253.5
OI0001529,ORD000665,PROD00037,3,305.92
OI0001530,ORD000665,PROD00180,5,742.5
OI0001531,ORD000666,PROD00011,2,22.38
OI0001532,ORD000666,PROD00174,5,602.87
OI0001533,ORD000666,PROD00133,1,642.47
OI0001534,ORD000667,PROD00160,5,601.22
OI0001535,ORD000667,PROD00091,3,1128.36
OI0001536,ORD000667,PROD00190,3,474.91
OI0001537,ORD000667,PROD00031,2,576.31
OI0001538,ORD000668,PROD00149,4,140.89
OI0001539,ORD000668,PROD00056,3,265.08
OI0001540,ORD000669,PROD00062,1,365.58
OI0001541,ORD000669,PROD00137,2,612.77
OI0001542,ORD000670,PROD00111,3,552.86
OI0001543,ORD000670,PROD00149,1,140.89
OI0001544,ORD000670,PROD00137,1,612.77
OI0001545,ORD000670,PROD00107,3,80.89
OI0001546,ORD000670,PROD00174,1,602.87
OI0001547,ORD000671,PROD00078,3,828.62
OI0001548,ORD000672,PROD00012,3,1108.03
OI0001549,ORD000673,PROD00163,5,343.04
OI0001550,ORD000673,PROD00162,1,495.63
OI0001551,ORD000673,PROD00156,1,104.36
OI0001552,ORD000673,PROD00033,3,568.38
OI0001553,ORD000673,PROD00080,3,56.83
OI0001554,ORD000674,PROD00079,1,52.11
OI0001555,ORD000675,PROD00012,3,1108.03
OI0001556,ORD000675,PROD00001,3,62.49
OI0001557,ORD000676,PROD00087,4,144.82
OI0001558,ORD000677,PROD00185,2,446.51
OI0001559,ORD000677,PROD00033,5,568.38
OI0001560,ORD000678,PROD00178,1,519.35
OI0001561,ORD000678,PROD00200,5,852.45
OI0001562,ORD000678,PROD00154,5,400.8
OI0001563,ORD000678,PROD00142,5,122.28
OI0001564,ORD000678,PROD00117,4,224.25
OI0001565,ORD000679,PROD00017,4,650.13
OI0001566,ORD000679,PROD00020,2,541.07
OI0001567,ORD000679,PROD00022,5,1218.83
OI0001568,ORD000680,PROD00163,1,343.04
OI0001569,ORD000681,PROD00010,1,1109.86
OI0001570,ORD000682,PROD00190,5,474.91
OI0001571,ORD000682,PROD00022,4,1218.83
OI0001572,ORD000683,PROD00030,1,178.19
OI0001573,ORD000683,PROD00149,3,140.89
OI0001574,ORD000683,PROD00011,1,22.38
OI0001575,ORD000684,PROD00082,5,213.35
OI0001576,ORD000684,PROD00146,5,843.74
OI0001577,ORD000685,PROD00101,1,684.8
OI0001578,ORD000685,PROD00072,5,52.14
OI0001579,ORD000686,PROD00047,5,804.26
OI0001580,ORD000687,PROD00106,3,972.8
OI0001581,ORD000687,PROD00117,1,224.25
OI0001582,ORD000688,PROD00020,2,541.07
OI0001583,ORD000688,PROD00169,1,769.54
OI0001584,ORD000688,PROD00089,3,777.04
OI0001585,ORD000689,PROD00173,3,778.75
OI0001586,ORD000689,PROD00010,5,1109.86
OI0001587,ORD000689,PROD00174,4,602.87
OI0001588,ORD000690,PROD00135,5,309.43
OI0001589,ORD000690,PROD00043,2,382.27
OI0001590,ORD000690,PROD00028,1,807.89
OI0001591,ORD000691,PROD00036,1,322.92
OI0001592,ORD000691,PROD00006,5,51.17
OI0001593,ORD000691,PROD00195,1,276.8
OI0001594,ORD000692,PROD00028,3,807.89
OI0001595,ORD000692,PROD00138,3,868.7
OI0001596,ORD000692,PROD00006,3,51.17
OI0001597,ORD000693,PROD00021,3,601.54
OI0001598,ORD000693,PROD00039,2,309.98
OI0001599,ORD000694,PROD00128,3,103.13
OI0001600,ORD000694,PROD00107,1,80.89
OI0001601,ORD000694,PROD00031,4,576.31
OI0001602,ORD000695,PROD00041,1,186.37
OI0001603,ORD000695,PROD00169,1,769.54
OI0001604,ORD000695,PROD00035,4,332.61
OI0001605,ORD000696,PROD00145,4,75.68
OI0001606,ORD000696,PROD00066,1,318.62
OI0001607,ORD000696,PROD00164,3,773.39
OI0001608,ORD000697,PROD00026,4,177.45
OI0001609,ORD000697,PROD00190,5,474.91
OI0001610,ORD000697,PROD00067,5,593.36
OI0001611,ORD000698,PROD00073,1,472.71
OI0001612,ORD000699,PROD00050,5,110.29
OI0001613,ORD000700,PROD00063,1,478.95
OI0001614,ORD000700,PROD00092,3,673.82
OI0001615,ORD000701,PROD00043,5,382.27
OI0001616,ORD000702,PROD00015,3,163.87
OI0001617,ORD000703,PROD00070,2,145.46
OI0001618,ORD000704,PROD00175,1,29.99
OI0001619,ORD000704,PROD00177,4,607.52
OI0001620,ORD000705,PROD00167,2,337.16
OI0001621,ORD000706,PROD00067,1,593.36
OI0001622,ORD000707,PROD00007,1,399.83
OI0001623,ORD000708,PROD00064,5,31.18
OI0001624,ORD000708,PROD00009,2,411.63
OI0001625,ORD000709,PROD00080,4,56.83
OI0001626,ORD000710,PROD00063,3,478.95
OI0001627,ORD000710,PROD00144,2,21.05
OI0001628,ORD000710,PROD00109,4,369.13
OI0001629,ORD000711,PROD00172,5,810.25
OI0001630,ORD000712,PROD00189,1,167.34
OI0001631,ORD000712,PROD00085,4,335.7
OI0001632,ORD000712,PROD00082,2,213.35
OI0001633,ORD000713,PROD00165,1,452.34
OI0001634,ORD000713,PROD00070,5,145.46
OI0001635,ORD000714,PROD00009,2,411.63
OI0001636,ORD000714,PROD00089,5,777.04
OI0001637,ORD000714,PROD00090,2,785.42
OI0001638,ORD000715,PROD00161,2,673.05
OI0001639,ORD000715,PROD00008,4,881.57
OI0001640,ORD000715,PROD00128,5,103.13
OI0001641,ORD000715,PROD00176,4,746.46
OI0001642,ORD000716,PROD00076,3,10.66
OI0001643,ORD000716,PROD00181,4,679.65
OI0001644,ORD000716,PROD00065,3,253.5
OI0001645,ORD000717,PROD00151,3,95.47
OI0001646,ORD000717,PROD00014,1,606.8
OI0001647,ORD000718,PROD00131,4,92.29
OI0001648,ORD000718,PROD00112,4,624.27
OI0001649,ORD000719,PROD00054,5,409.72
OI0001650,ORD000719,PROD00144,3,21.05
OI0001651,ORD000720,PROD00150,1,540.84
OI0001652,ORD000720,PROD00066,2,318.62
OI0001653,ORD000720,PROD00065,3,253.5
OI0001654,ORD000721,PROD00012,4,1108.03
OI0001655,ORD000721,PROD00158,2,763.61
OI0001656,ORD000721,PROD00162,4,495.63
OI0001657,ORD000722,PROD00102,3,160.46
OI0001658,ORD000723,PROD00027,3,267.78
OI0001659,ORD000723,PROD00176,1,746.46
OI0001660,ORD000723,PROD00096,2,901.92
OI0001661,ORD000724,PROD00199,2,86.25
OI0001662,ORD000724,PROD00153,5,835.05
OI0001663,ORD000724,PROD00069,4,747.67
OI0001664,ORD000725,PROD00176,4,746.46
OI0001665,ORD000725,PROD00128,3,103.13
OI0001666,ORD000726,PROD00087,3,144.82
OI0001667,ORD000726,PROD00192,5,396.18
OI0001668,ORD000727,PROD00130,2,404.49
OI0001669,ORD000727,PROD00050,4,110.29
OI0001670,ORD000728,PROD00187,2,313.26
OI0001671,ORD000728,PROD00028,2,807.89
OI0001672,ORD000728,PROD00175,1,29.99
OI0001673,ORD000729,PROD00054,2,409.72
OI0001674,ORD000730,PROD00105,3,444.1
OI0001675,ORD000730,PROD00197,1,720.46
OI0001676,ORD000731,PROD00087,1,144.82
OI0001677,ORD000732,PROD00060,1,26.85
OI0001678,ORD000733,PROD00035,2,332.61
OI0001679,ORD000733,PROD00155,4,413.28
OI0001680,ORD000733,PROD00075,3,171.72
OI0001681,ORD000733,PROD00044,5,675.68
OI0001682,ORD000733,PROD00035,4,332.61
OI0001683,ORD000734,PROD00047,2,804.26
OI0001684,ORD000734,PROD00068,2,408.36
OI0001685,ORD000735,PROD00117,2,224.25
OI0001686,ORD000735,PROD00134,5,296.12
OI0001687,ORD000735,PROD00192,1,396.18
OI0001688,ORD000736,PROD00011,4,22.38
OI0001689,ORD000736,PROD99999,2,226.1
OI0001690,ORD000736,PROD00050,3,110.29
OI0001691,ORD000737,PROD00099,5,497.31
OI0001692,ORD000737,PROD00098,3,36.55
OI0001693,ORD000737,PROD00128,3,103.13
OI0001694,ORD000737,PROD00029,3,257.12
OI0001695,ORD000737,PROD00144,2,21.05
OI0001696,ORD000738,PROD00008,5,881.57
OI0001697,ORD000739,PROD00160,2,601.22
OI0001698,ORD000739,PROD00059,2,518.56
OI0001699,ORD000739,PROD00050,3,110.29
OI0001700,ORD000739,PROD00190,3,474.91
OI0001701,ORD000739,PROD00197,4,720.46
OI0001702,ORD000740,PROD00156,1,104.36
OI0001703,ORD000740,PROD00106,1,972.8
OI0001704,ORD000740,PROD99999,2,38.81
OI0001705,ORD000741,PROD00161,2,673.05
OI0001706,ORD000742,PROD00150,3,540.84
OI0001707,ORD000742,PROD00063,3,478.95
OI0001708,ORD000742,PROD00198,2,210.84
OI0001709,ORD000742,PROD00084,5,575.76
OI0001710,ORD000743,PROD00090,3,785.42
OI0001711,ORD000743,PROD00159,2,153.97
OI0001712,ORD000744,PROD00142,1,122.28
OI0001713,ORD000745,PROD00155,1,413.28
OI0001714,ORD000745,PROD00004,3,417.95
OI0001715,ORD000745,PROD00057,1,687.72
OI0001716,ORD000746,PROD00109,3,369.13
OI0001717,ORD000746,PROD00125,5,878.21
OI0001718,ORD000747,PROD00151,1,95.47
OI0001719,ORD000747,PROD00012,4,1108.03
OI0001720,ORD000748,PROD00106,4,972.8
OI0001721,ORD000749,PROD00110,1,436.43
OI0001722,ORD000750,PROD00197,1,720.46
OI0001723,ORD000750,PROD00058,3,111.2
OI0001724,ORD000751,PROD00012,3,1108.03
OI0001725,ORD000751,PROD00038,4,782.34
OI0001726,ORD000751,PROD00050,5,110.29
OI0001727,ORD000752,PROD00074,4,244.58
OI0001728,ORD000752,PROD00009,5,411.63
OI0001729,ORD000752,PROD00178,5,519.35
OI0001730,ORD000752,PROD00179,3,784.78
OI0001731,ORD000753,PROD00159,1,153.97
OI0001732,ORD000753,PROD00166,4,1051.59
OI0001733,ORD000754,PROD00110,1,436.43
OI0001734,ORD000754,PROD00160,5,601.22
OI0001735,ORD000755,PROD00082,4,213.35
OI0001736,ORD000755,PROD00041,2,186.37
OI0001737,ORD000756,PROD00190,5,474.91
OI0001738,ORD000756,PROD00038,3,782.34
OI0001739,ORD000756,PROD00113,3,135.11
OI0001740,ORD000756,PROD00075,5,171.72
OI0001741,ORD000757,PROD00131,3,92.29
OI0001742,ORD000758,PROD00111,5,552.86
OI0001743,ORD000758,PROD00013,2,1000.09
OI0001744,ORD000759,PROD00041,2,186.37
OI0001745,ORD000759,PROD00199,2,86.25
OI0001746,ORD000759,PROD00124,1,425.98
OI0001747,ORD000760,PROD00007,3,399.83
OI0001748,ORD000761,PROD00148,5,261.05
OI0001749,ORD000761,PROD00060,3,26.85
OI0001750,ORD000762,PROD00098,5,36.55
OI0001751,ORD000763,PROD00001,3,62.49
OI0001752,ORD000763,PROD00138,5,868.7
OI0001753,ORD000764,PROD00008,3,881.57
OI0001754,ORD000765,PROD00063,4,478.95
OI0001755,ORD000766,PROD00151,4,95.47
OI0001756,ORD000766,PROD00138,5,868.7
OI0001757,ORD000767,PROD00185,1,446.51
OI0001758,ORD000767,PROD00012,1,1108.03
OI0001759,ORD000767,PROD00097,3,407.1
OI0001760,ORD000767,PROD00064,1,31.18
OI0001761,ORD000767,PROD00072,1,52.14
OI0001762,ORD000768,PROD00080,3,56.83
OI0001763,ORD000768,PROD00144,4,21.05
OI0001764,ORD000768,PROD00180,2,742.5
OI0001765,ORD000769,PROD00123,3,449.69
OI0001766,ORD000769,PROD00190,3,474.91
OI0001767,ORD000769,PROD00112,5,624.27
OI0001768,ORD000769,PROD00195,4,276.8
OI0001769,ORD000770,PROD00126,2,558.75
OI0001770,ORD000770,PROD00065,5,253.5
OI0001771,ORD000771,PROD00108,3,81.59
OI0001772,ORD000771,PROD00045,2,775.67
OI0001773,ORD000772,PROD00148,5,261.05
OI0001774,ORD000773,PROD00041,5,186.37
OI0001775,ORD000773,PROD00004,1,417.95
OI0001776,ORD000773,PROD00036,1,322.92
OI0001777,ORD000773,PROD00070,3,145.46
OI0001778,ORD000774,PROD00117,4,224.25
OI0001779,ORD000774,PROD00171,4,561.13
OI0001780,ORD000774,PROD00098,3,36.55
OI0001781,ORD000774,PROD00141,2,44.94
OI0001782,ORD000775,PROD00103,3,822.59
OI0001783,ORD000775,PROD00168,4,301.92
OI0001784,ORD000776,PROD00096,4,901.92
OI0001785,ORD000776,PROD00065,4,253.5
OI0001786,ORD000776,PROD00091,5,1128.36
OI0001787,ORD000777,PROD00165,4,452.34
OI0001788,ORD000777,PROD00083,1,208.89
OI0001789,ORD000777,PROD00016,5,89.11
OI0001790,ORD000778,PROD00035,5,332.61
OI0001791,ORD000778,PROD00037,3,305.92
OI0001792,ORD000779,PROD00002,5,680.84
OI0001793,ORD000779,PROD00011,5,22.38
OI0001794,ORD000779,PROD00138,2,868.7
OI0001795,ORD000780,PROD00176,1,746.46
OI0001796,ORD000780,PROD00123,4,449.69
OI0001797,ORD000781,PROD00150,2,540.84
OI0001798,ORD000781,PROD00023,1,87.21
OI0001799,ORD000781,PROD00140,5,586.18
OI0001800,ORD000781,PROD00062,1,365.58
OI0001801,ORD000782,PROD00029,5,257.12
OI0001802,ORD000782,PROD00006,3,51.17
OI0001803,ORD000782,PROD00083,4,208.89
OI0001804,ORD000782,PROD00035,3,332.61
OI0001805,ORD000783,PROD00088,2,1130.8
OI0001806,ORD000784,PROD00065,5,253.5
OI0001807,ORD000784,PROD00019,5,253.38
OI0001808,ORD000785,PROD00129,1,183.59
OI0001809,ORD000785,PROD00085,4,335.7
OI0001810,ORD000785,PROD00159,2,153.97
OI0001811,ORD000785,PROD00053,5,286.79
OI0001812,ORD000786,PROD00182,5,334.16
OI0001813,ORD000786,PROD00065,5,253.5
OI0001814,ORD000786,PROD00084,4,575.76
OI0001815,ORD000787,PROD00154,5,400.8
OI0001816,ORD000787,PROD00199,4,86.25
OI0001817,ORD000787,PROD00109,3,369.13
OI0001818,ORD000787,PROD00108,2,81.59
OI0001819,ORD000788,PROD00176,3,746.46
OI0001820,ORD000788,PROD00135,1,309.43
OI0001821,ORD000789,PROD00049,5,115.76
OI0001822,ORD000789,PROD00156,1,104.36
OI0001823,ORD000790,PROD00034,4,48.06
OI0001824,ORD000791,PROD00015,5,163.87
OI0001825,ORD000791,PROD00185,2,446.51
OI0001826,ORD000791,PROD00049,4,115.76
OI0001827,ORD000792,PROD00032,3,945.42
OI0001828,ORD000793,PROD00163,3,343.04
OI0001829,ORD000793,PROD00098,3,36.55
OI0001830,ORD000794,PROD00107,2,80.89
OI0001831,ORD000794,PROD00101,4,684.8
OI0001832,ORD000794,PROD00061,3,590.23
OI0001833,ORD000795,PROD00049,4,115.76
OI0001834,ORD000796,PROD00138,3,868.7
OI0001835,ORD000797,PROD00127,5,310.77
OI0001836,ORD000798,PROD00017,2,650.13
OI0001837,ORD000798,PROD00073,2,472.71
OI0001838,ORD000798,PROD00089,3,777.04
OI0001839,ORD000799,PROD00191,2,532.79
OI0001840,ORD000799,PROD00132,5,399.42
OI0001841,ORD000800,PROD00156,1,104.36
OI0001842,ORD000800,PROD00070,2,145.46
OI0001843,ORD000801,PROD00004,1,417.95
OI0001844,ORD000802,PROD00174,2,602.87
OI0001845,ORD000802,PROD00034,4,48.06
OI0001846,ORD000802,PROD00165,4,452.34
OI0001847,ORD000803,PROD00102,2,160.46
OI0001848,ORD000803,PROD00122,3,868.42
OI0001849,ORD000804,PROD00028,1,807.89
OI0001850,ORD000804,PROD00100,1,577.83
OI0001851,ORD000805,PROD00149,5,140.89
OI0001852,ORD000805,PROD00033,2,568.38
OI0001853,ORD000806,PROD00036,3,322.92
OI0001854,ORD000806,PROD00165,3,452.34
OI0001855,ORD000807,PROD00064,4,31.18
OI0001856,ORD000807,PROD00159,5,153.97
OI0001857,ORD000807,PROD00165,5,452.34
OI0001858,ORD000808,PROD00115,2,132.06
OI0001859,ORD000809,PROD00018,5,926.99
OI0001860,ORD000809,PROD00012,1,1108.03
OI0001861,ORD000809,PROD00029,4,257.12
OI0001862,ORD000810,PROD00179,3,784.78
OI0001863,ORD000810,PROD00023,2,87.21
OI0001864,ORD000811,PROD00108,2,81.59
OI0001865,ORD000812,PROD00181,3,679.65
OI0001866,ORD000812,PROD00012,3,1108.03
OI0001867,ORD000812,PROD00049,2,115.76
OI0001868,ORD000812,PROD00075,2,171.72
OI0001869,ORD000812,PROD00145,4,75.68
OI0001870,ORD000813,PROD00041,1,186.37
OI0001871,ORD000813,PROD00119,2,936.38
OI0001872,ORD000814,PROD00102,2,160.46
OI0001873,ORD000814,PROD00119,5,936.38
OI0001874,ORD000814,PROD00115,3,132.06
OI0001875,ORD000814,PROD00028,2,807.89
OI0001876,ORD000815,PROD00056,1,265.08
OI0001877,ORD000816,PROD00171,2,561.13
OI0001878,ORD000816,PROD00188,4,689.67
OI0001879,ORD000817,PROD00073,5,472.71
OI0001880,ORD000817,PROD00123,3,449.69
OI0001881,ORD000817,PROD00168,3,301.92
OI0001882,ORD000817,PROD00108,2,81.59
OI0001883,ORD000818,PROD00097,4,407.1
OI0001884,ORD000819,PROD00198,3,210.84
OI0001885,ORD000819,PROD00189,1,167.34
OI0001886,ORD000819,PROD00127,1,310.77
OI0001887,ORD000819,PROD00132,4,399.42
OI0001888,ORD000820,PROD00092,5,673.82
OI0001889,ORD000820,PROD00149,4,140.89
OI0001890,ORD000821,PROD00164,2,773.39
OI0001891,ORD000822,PROD00081,5,323.72
OI0001892,ORD000822,PROD00189,3,167.34
OI0001893,ORD000822,PROD00023,2,87.21
OI0001894,ORD000823,PROD00084,3,575.76
OI0001895,ORD000824,PROD00151,2,95.47
OI0001896,ORD000824,PROD00034,4,48.06
OI0001897,ORD000825,PROD00073,4,472.71
OI0001898,ORD000825,PROD00015,4,163.87
OI0001899,ORD000826,PROD00125,5,878.21
OI0001900,ORD000827,PROD00159,3,153.97
OI0001901,ORD000827,PROD00039,2,309.98
OI0001902,ORD000828,PROD00164,1,773.39
OI0001903,ORD000828,PROD00173,3,778.75
OI0001904,ORD000829,PROD00143,4,291.6
OI0001905,ORD000829,PROD00174,5,602.87
OI0001906,ORD000830,PROD00014,4,606.8
OI0001907,ORD000830,PROD00055,3,16.19
OI0001908,ORD000830,PROD00104,5,175.68
OI0001909,ORD000831,PROD00113,3,135.11
OI0001910,ORD000832,PROD00101,3,684.8
OI0001911,ORD000832,PROD00057,1,687.72
OI0001912,ORD000833,PROD00080,4,56.83
OI0001913,ORD000833,PROD00175,1,29.99
OI0001914,ORD000833,PROD00086,3,40.06
OI0001915,ORD000834,PROD00147,2,504.99
OI0001916,ORD000834,PROD00145,2,75.68
OI0001917,ORD000834,PROD00200,4,852.45
OI0001918,ORD000835,PROD00063,3,478.95
OI0001919,ORD000835,PROD00106,5,972.8
OI0001920,ORD000835,PROD00122,3,868.42
OI0001921,ORD000836,PROD00173,3,778.75
OI0001922,ORD000836,PROD00111,1,552.86
OI0001923,ORD000837,PROD00077,4,455.24
OI0001924,ORD000838,PROD00097,4,407.1
OI0001925,ORD000839,PROD00099,5,497.31
OI0001926,ORD000840,PROD00158,3,763.61
OI0001927,ORD000840,PROD00155,3,413.28
OI0001928,ORD000840,PROD00194,5,833.29
OI0001929,ORD000841,PROD00110,3,436.43
OI0001930,ORD000841,PROD00023,3,87.21
OI0001931,ORD000842,PROD00139,2,431.69
OI0001932,ORD000843,PROD00140,4,586.18
OI0001933,ORD000843,PROD00049,4,115.76
OI0001934,ORD000843,PROD00035,2,332.61
OI0001935,ORD000843,PROD00127,2,310.77
OI0001936,ORD000844,PROD00001,2,62.49
OI0001937,ORD000844,PROD00008,2,881.57
OI0001938,ORD000845,PROD00047,2,804.26
OI0001939,ORD000846,PROD00039,2,309.98
OI0001940,ORD000847,PROD00164,2,773.39
OI0001941,ORD000848,PROD00002,2,680.84
OI0001942,ORD000848,PROD00125,2,878.21
OI0001943,ORD000848,PROD00153,4,835.05
OI0001944,ORD000849,PROD00047,5,804.26
OI0001945,ORD000850,PROD00063,4,478.95
OI0001946,ORD000851,PROD00148,1,261.05
OI0001947,ORD000851,PROD99999,1,12.79
OI0001948,ORD000852,PROD00193,4,553.86
OI0001949,ORD000852,PROD00088,2,1130.8
OI0001950,ORD000852,PROD00045,3,775.67
OI0001951,ORD000853,PROD00056,5,265.08
OI0001952,ORD000853,PROD00124,1,425.98
OI0001953,ORD000854,PROD00078,1,828.62
OI0001954,ORD000854,PROD00161,5,673.05
OI0001955,ORD000855,PROD00037,2,305.92
OI0001956,ORD000855,PROD00066,5,318.62
OI0001957,ORD000856,PROD00185,5,446.51
OI0001958,ORD000857,PROD00161,1,673.05
OI0001959,ORD000857,PROD00053,4,286.79
OI0001960,ORD000857,PROD00004,5,417.95
OI0001961,ORD000857,PROD00055,1,16.19
OI0001962,ORD000858,PROD00189,2,167.34
OI0001963,ORD000858,PROD00099,2,497.31
OI0001964,ORD000859,PROD00042,1,98.87
OI0001965,ORD000859,PROD00120,3,779.32
OI0001966,ORD000859,PROD00191,4,532.79
OI0001967,ORD000860,PROD00192,4,396.18
OI0001968,ORD000860,PROD00029,4,257.12
OI0001969,ORD000861,PROD00190,2,474.91
OI0001970,ORD000861,PROD00002,1,680.84
OI0001971,ORD000861,PROD00130,3,404.49
OI0001972,ORD000861,PROD00111,1,552.86
OI0001973,ORD000861,PROD00011,3,22.38
OI0001974,ORD000862,PROD00087,1,144.82
OI0001975,ORD000863,PROD00093,1,337.65
OI0001976,ORD000864,PROD00020,3,541.07
OI0001977,ORD000864,PROD00083,1,208.89
OI0001978,ORD000865,PROD00042,4,98.87
OI0001979,ORD000865,PROD00115,4,132.06
OI0001980,ORD000866,PROD00157,1,195.18
OI0001981,ORD000866,PROD00186,1,321.93
OI0001982,ORD000867,PROD00169,1,769.54
OI0001983,ORD000867,PROD00131,3,92.29
OI0001984,ORD000867,PROD00002,2,680.84
OI0001985,ORD000868,PROD00153,2,835.05
OI0001986,ORD000868,PROD00036,5,322.92
OI0001987,ORD000869,PROD00141,2,44.94
OI0001988,ORD000870,PROD00193,2,553.86
OI0001989,ORD000871,PROD00051,5,463.06
OI0001990,ORD000872,PROD00153,1,835.05
OI0001991,ORD000873,PROD00081,4,323.72
OI0001992,ORD000874,PROD00122,1,868.42
